,aircraft,airline_name,aisle_space_rating,author,author_country,cabin_flown,cabin_staff_rating,content,date,date_flown,food_beverages_rating,ground_service_rating,inflight_entertainment_rating,link,overall_rating,power_supply_rating,recommended,route,seat_comfort_rating,seat_layout,seat_legroom_rating,seat_recline_rating,seat_storage_rating,seat_width_rating,title,type_traveller,value_money_rating,viewing_tv_rating,wifi_connectivity_rating,negativereason_confidence,negativereason
1444,Dash 100,us-airways,,R Gonzaga,Malaysia,Economy,3.0,Arrived on Qatar Airways into Philadelphia from Doha and went on to BWI on a code share flight with US airways express. Short 30 minute flight but all went well. Small plane but surprisingly comfortable. Overhead storage was limited. One flight attendant who managed to serve about 25 people soft drinks. No complaints and the flight was on time,2015-06-22,,3.0,3.0,,/airline-reviews/us-airways,7.0,,1,Philadelphia to Baltimore,3.0,,,,,,US Airways customer review,FamilyLeisure,3.0,,,0.9369047619047619,Flight Attendant
1445,Dash 100,us-airways,,R Gonzaga,Malaysia,Economy,3.0,Arrived on Qatar Airways into Philadelphia from Doha and went on to BWI on a code share flight with US airways express. Short 30 minute flight but all went well. Small plane but surprisingly comfortable. Overhead storage was limited. One flight attendant who managed to serve about 25 people soft drinks. No complaints and the flight was on time,2015-06-22,,3.0,3.0,,/airline-reviews/us-airways,7.0,,1,Philadelphia to Baltimore,3.0,,,,,,US Airways customer review,FamilyLeisure,3.0,,,0.9369047619047619,Flight Attendant
1446,Dash 100,us-airways,,R Gonzaga,Malaysia,Economy,3.0,Arrived on Qatar Airways into Philadelphia from Doha and went on to BWI on a code share flight with US airways express. Short 30 minute flight but all went well. Small plane but surprisingly comfortable. Overhead storage was limited. One flight attendant who managed to serve about 25 people soft drinks. No complaints and the flight was on time,2015-06-22,,3.0,3.0,,/airline-reviews/us-airways,7.0,,1,Philadelphia to Baltimore,3.0,,,,,,US Airways customer review,FamilyLeisure,3.0,,,0.9369047619047619,Flight Attendant
1447,,us-airways,,David Arbogast,United States,Economy,1.0,With a weather forecast of thunderstorms at the time of my departure I went to the airport four hours early to get on an earlier flight in order to make a tight connection. Despite the fact that there were open seats on the earlier flight I was not permitted to change flights. As predicted the thunderstorms arrived delaying my flight 1.5 hours forcing me to miss my connection. As a result I had to stay in a hotel at my own expense and get up at 4am to get to the airport for my new flight. When I got to the airport it was buzzing with stranded travelers waiting to check in. The US Airways kiosks were useless because they only accept boarding passes. It was chaos. I was barely able to make my flight. I hope to never fly on Eastern/US Airways or to flight through Charlotte North Carolina ever again.,2015-06-21,,1.0,1.0,1.0,/airline-reviews/us-airways,1.0,,0,"New Bern, North Carolina to Moline, Illinois via Chicago, Illinois",1.0,,,,,,US Airways customer review,Business,1.0,,,0.9765643447461629,General
1448,A330,us-airways,,David Greer,Germany,Economy,4.0,Ground staff in MUC was ok. Aircraft MUC-PHL was an A330-200 clean nice leather seats. IFE was very good. Catering for Y class also excellent. Crew lacked happiness rarely smiled but did their job. Flight touched down in PHL 3 minutes ahead of ETA given by crew on take off. PHL-CLT on A330-300. Aircraft showed its age but crew was very friendly. ,2015-06-20,,5.0,4.0,5.0,/airline-reviews/us-airways,9.0,,1,MUC to CLT via PHL,4.0,,,,,,US Airways customer review,Business,4.0,,,0.4434876543209877,General
1449,A330,us-airways,,David Greer,Germany,Economy,4.0,Ground staff in MUC was ok. Aircraft MUC-PHL was an A330-200 clean nice leather seats. IFE was very good. Catering for Y class also excellent. Crew lacked happiness rarely smiled but did their job. Flight touched down in PHL 3 minutes ahead of ETA given by crew on take off. PHL-CLT on A330-300. Aircraft showed its age but crew was very friendly. ,2015-06-20,,5.0,4.0,5.0,/airline-reviews/us-airways,9.0,,1,MUC to CLT via PHL,4.0,,,,,,US Airways customer review,Business,4.0,,,0.4434876543209877,General
1450,A330,us-airways,,David Greer,Germany,Economy,4.0,Ground staff in MUC was ok. Aircraft MUC-PHL was an A330-200 clean nice leather seats. IFE was very good. Catering for Y class also excellent. Crew lacked happiness rarely smiled but did their job. Flight touched down in PHL 3 minutes ahead of ETA given by crew on take off. PHL-CLT on A330-300. Aircraft showed its age but crew was very friendly. ,2015-06-20,,5.0,4.0,5.0,/airline-reviews/us-airways,9.0,,1,MUC to CLT via PHL,4.0,,,,,,US Airways customer review,Business,4.0,,,0.4434876543209877,General
1451,A330-200,us-airways,,Nick Murphy,Ireland,Economy,5.0,Price was the main reason I had booked this trip with US and based on the majority of the reviews I was not looking forward to the experience. How wrong could I have been. Boarded the 5 year old aircraft an A330-200 on time and in an organised manner. Within 30 minutes crew came through with a drinks run. Wine and soft drinks free with a fee for spirits. Lunch followed and was very tasty. Small salad main chicken dish with a nice desert. Nothing spectacular but very edible for airplane food. The crew all but one seemed happy and cheerful and interacted with the passengers as they came through the cabin. They came through the cabin with another juice and water run about an hour later and after that we got an expected treat of chocolate ice cream. About an hour before landing in Charlotte we were given a tasty paninni snack and cupcake with an offer of another drink or tea or coffee. The entertainment system worked well and had a good choice of movies. I honestly could not fault these guys with the way they delivered the service and how they made an 8 hour flight fly by!,2015-06-18,,4.0,4.0,5.0,/airline-reviews/us-airways,10.0,,1,Dublin - Charlotte,4.0,,,,,,US Airways customer review,FamilyLeisure,5.0,,,0.7587719298245614,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Food
1452,A330-200,us-airways,,Nick Murphy,Ireland,Economy,5.0,Price was the main reason I had booked this trip with US and based on the majority of the reviews I was not looking forward to the experience. How wrong could I have been. Boarded the 5 year old aircraft an A330-200 on time and in an organised manner. Within 30 minutes crew came through with a drinks run. Wine and soft drinks free with a fee for spirits. Lunch followed and was very tasty. Small salad main chicken dish with a nice desert. Nothing spectacular but very edible for airplane food. The crew all but one seemed happy and cheerful and interacted with the passengers as they came through the cabin. They came through the cabin with another juice and water run about an hour later and after that we got an expected treat of chocolate ice cream. About an hour before landing in Charlotte we were given a tasty paninni snack and cupcake with an offer of another drink or tea or coffee. The entertainment system worked well and had a good choice of movies. I honestly could not fault these guys with the way they delivered the service and how they made an 8 hour flight fly by!,2015-06-18,,4.0,4.0,5.0,/airline-reviews/us-airways,10.0,,1,Dublin - Charlotte,4.0,,,,,,US Airways customer review,FamilyLeisure,5.0,,,0.7587719298245614,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Food
1453,,us-airways,,Glenda Clare,United States,,2.0,We were to fly home from Cabo San Lucas on June 8th to make a connection with US Airways in Phoenix and then on to Omaha that same day. This turned into 2 days. From Cabo the plane was late by almost an hour. They never mentioned changes to connecting flights nor that we would not make it - we made it to the plane but to our surprise and 9 others they sold our seats to other people. The door was open the plane had not left but we were not allowed to board. We were told we had to wait and fly after midnight to Dallas and then Omaha the next day. We had to fight for overnight accomodation. We had no clothes - the bags beat us to Omaha. The courtesy counter and the gate people were rude and unhelpful.,2015-06-17,,,1.0,,/airline-reviews/us-airways,1.0,,0,Cabo San Lucas to Phoenix,2.0,,,,,,US Airways customer review,Couple Leisure,1.0,,1.0,0.9027777777777778,General
